seg/size,100,200,300,400,500,600,700,800,900
0.5,1,2,4,4,4,4,4,3,2
0.6,1,5,5,5,5,5,4,3,2
0.7,3,5,5,5,5,5,4,3,2
0.8,3,4,4,4,4,4,3,3,2
0.9,2,2,2,2,2,2,2,2,1
0.99,0,0,0,0,0,0,0,0,0
