9.999775873206893095e-01,3.822355187556425297e-05,1.261682029276299131e-03,3.905319850400271187e-01,2.844737533035553850e-02,3.807320885481914111e-06,1.078891501557959370e-08,4.119630894578547059e-09,3.463821712043466811e-02,1.138109189261027419e-04,4.375077915175892840e-01,3.429616390238608981e-01,8.647043497245323618e-01,7.061830975690260859e-01
9.999999993111974295e-01,9.243916847843373279e-05,3.933584683453224926e-07,6.551552420100008366e-05,3.194285333481467620e-02,4.387121981706848365e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.209257288056765633e-01,7.257820802449121977e-02,1.109336732567894250e-11,3.351969231265062209e-14
9.999528004637016076e-01,7.002953558813337638e-05,1.366029738579285502e-01,5.688858959675164445e-02,4.701505607693092599e-04,3.491521408908120072e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.017892446174608750e-01,4.401135279594173833e-01,4.781185195405103228e-01,7.716817551871655301e-01
9.999189438426617782e-01,2.216776083061760663e-05,3.139884010286742022e-02,4.559080840675067831e-02,2.602266781966490125e-02,3.647239066961737190e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.741142456170626240e-02,2.782506230462536423e-01,3.156977848630959094e-01,8.614339911894139945e-01
9.996515045460542259e-01,1.343057540763715009e-06,1.497980687418627764e-03,3.885232018212926852e-01,1.081554947417984322e-03,3.212964280492702773e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.632072319725749385e-03,4.345175213089533250e-01,2.932470761727201322e-02,9.977050125411189851e-01
4.300396468933767591e-01,6.398668999046496072e-04,6.077800616218466123e-01,5.493861992932054239e-01,2.385130120886433391e-01,7.237176205252412453e-01,1.537255451015244467e-01,4.034869031501672060e-02,5.044471261751689584e-01,2.081842469435949309e-05,1.494971768355546696e-02,9.999902880593818377e-01,8.250924278725927513e-03,9.400039459235158823e-01
9.813488512319469467e-07,1.383714453077346020e-07,1.716136288092982084e-04,2.796983864434982861e-04,8.208006522355537084e-05,7.953480662166941582e-40,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.277040570441799083e-01,7.659256228478626694e-02,4.195294627086602057e-01,4.200674374964296076e-01
9.999999612426628826e-01,2.171096930556694720e-05,2.758025698671871806e-02,1.595677511278094763e-08,5.093923043178265253e-08,3.958466114338254904e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.994343303584073801e-01,2.369546470957546169e-01,8.605629208846152789e-01,9.774243570815851490e-01
3.080173936645176358e-01,2.458913396199515744e-05,7.849226865916444776e-05,3.331456469995413006e-01,4.861721671105769494e-09,1.065574780196782700e-01,5.291717585811941960e-03,4.474657564646827845e-01,2.161518143590774113e-03,1.574455748939721234e-01,8.199335760549052859e-03,2.722103710848236546e-01,4.892699624147194351e-03,8.082170689360779203e-01
9.677130989934159544e-01,3.842476547998411891e-04,3.667674510529524839e-02,4.134481523492965910e-02,2.931385655552797287e-01,3.015236449114420733e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.474933046549083221e-02,4.605385472713817707e-01,9.706969390985582535e-01,1.498660653460673123e-08
5.630204700270059481e-01,1.971116340461139286e-04,1.544317482965063826e-01,5.253879530278500465e-02,6.239725294300414726e-02,9.402710793779507636e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.717166315649972130e-01,3.683286491307851129e-01,7.428865453985766809e-01,7.568685523440427110e-01
9.344350171403463801e-01,7.811827781912325660e-05,2.823589415311432080e-02,1.589724847832573174e-01,7.097640545048148342e-01,3.466990271015349401e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.747251040332905125e-01,5.422703395530811266e-01,9.999974313936996761e-01,6.620527981942735396e-01
8.527529486880910392e-01,1.722279585292274236e-03,4.053375907084151852e-01,2.583623439848551848e-03,1.123858451927633458e-08,1.607468525612606762e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.849805559505308228e-02,4.531139000277331075e-01,9.999981027409902135e-01,4.988407827561516794e-01
4.260808271729836592e-07,1.066966836139746251e-02,6.843463966805337639e-01,9.999999999995873301e-01,2.158092243276779273e-20,9.999999999999998890e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.726807322397968969e-01,2.029034932331707508e-01,1.722294209122944564e-01,8.712257193787117937e-02
