seg/size,100,200,300,400,500,600,700,800,900
0.5,173,156,140,124,107,90,72,51,27
0.6,154,140,126,113,100,85,68,50,27
0.7,129,118,110,100,89,77,64,47,26
0.8,99,93,87,82,74,66,55,42,25
0.9,59,58,56,53,50,45,41,33,21
0.99,8,8,8,7,8,7,7,7,6
