3.278804709372678400e-02,1.682696936789189980e-05,1.891344752100176940e-02,9.995955551656812710e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.038857586333045177e-04,1.113807091877581368e-01
5.625905300405641896e+01,4.969296609497730714e-03,2.257019612896973143e-02,5.354169530516028619e-01,4.846843048500343483e-03,7.472002887940590865e-01,3.215310092558608668e-01,3.940084646010776985e-06
1.088154380931032408e-02,9.624615589565303695e-07,1.653417815467701085e-02,5.816968138954456413e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.036955892814560379e-05,1.485007600061540554e-02
4.136150945066678353e-01,4.594258221410491819e-05,5.298437883215549767e-03,1.115810753448539389e-01,1.201951378388570711e-02,5.453315778362624600e-02,2.608674058605056796e-05,1.109408536516342664e-01
1.094464259633483744e+04,2.252877245182588126e-03,1.225287636555832949e-02,3.136963123899692563e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.488479062150831415e-03,2.713433410774980237e-01
7.216871179456810226e-02,1.807118255217880114e-05,2.960621200503948166e-03,7.514988598338173675e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.679706430950303649e-03,8.060101399986288606e-02
1.640490561400039548e-12,2.039043120531974145e-04,1.377898440517667930e-03,1.214839935630420420e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.316432113407701317e-05,9.580190200971207271e-02
4.689212851924167467e+02,3.039282192082510734e-04,1.937277631606182729e-02,1.163196934636382962e-01,1.613792485238060015e-01,1.904820083058133551e-01,9.101902301635899674e-04,1.176366483309706085e-01
1.634104119576668950e+02,2.267164189268931914e-04,1.131718162720765468e-02,1.424601354969977196e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.568922248094498659e-03,1.426891513696677771e+00
8.666196184566548157e-08,3.984370538735819943e-03,1.327640024346776471e-01,5.793417087733800930e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.734743387300028744e-04,5.066256916798134169e-01
5.357324011128130475e-02,1.574769738302090813e-02,6.996482786025430556e-02,7.107962888195451523e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.890711742834797857e-04,1.033145981269661118e-01
2.812123227529380459e-02,4.401710368974162994e-05,1.946517430583618105e-02,2.686880002999650907e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.727682402656051208e-05,2.831785232903357152e-01
4.096215722444485063e-01,2.657150592013942658e-01,2.895720449987226330e-01,1.781035353176841363e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.693122040902509791e-03,1.015554015001254307e-01
1.614571206599899611e-01,5.454655756554785493e-04,3.286119305109222455e-02,1.702315649288013155e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.652516432400669377e-04,6.180780293160428873e-02
2.436474701404866749e+01,8.112644122520423621e-06,3.516544998257200346e-03,3.217048569279911119e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.836670251261211589e-03,3.278452005207146414e-01
4.333875486175559934e-03,1.352651080693373315e-06,3.014079741534096517e-03,2.284811477700885579e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.949196340738048515e-06,1.006270885760071100e-02
7.385475904242028156e-02,3.783957791298439598e-05,5.934759302099927927e-04,2.718172020203827449e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.134275926629241368e-04,1.818575055827611683e-02
