9.977324246474718050e-01,9.999997739602508595e-01,1.332972926692399117e-04,2.590549716318901186e-01,4.130893900976019828e-01,5.679644443967471475e-07,3.675995393149538160e-01,1.201231694294187524e-01,3.158409362802113048e-03,1.598017072813391268e-02,3.271135481465237507e-10,1.914285716057639863e-01,7.507453276746141498e-04,5.170861845113654542e-01,6.263513406782302658e-06,8.785601408474215113e-01
7.617847384226485996e-01,9.999991841238039525e-01,5.943233535435546784e-07,8.935917902292117142e-04,6.646998129676124592e-05,7.556419299038558135e-02,2.553423850593175299e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.797939681734770145e-01,4.048546209403681290e-02,2.130156585679531533e-01,9.999615778620212225e-01,9.956018755717995772e-01
9.860950126981472552e-01,9.999903846141793284e-01,1.752322134964346616e-04,6.997788432129008911e-05,1.184534010089685705e-03,2.157367619995898544e-01,3.892191801413581037e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.720116878865710852e-01,1.033164796180778875e-08,4.340826295109420641e-01,2.185608008007385306e-01,6.378323533234308007e-01
7.327811541076669766e-01,9.999886021609476483e-01,7.205865372528108179e-05,6.697120691433627357e-09,6.347145533737241037e-05,1.341049315438501699e-01,1.989790907664490716e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.350682247425474158e-01,4.294545497849459897e-09,3.518907854752550968e-01,2.934945857363547850e-01,6.243210882640253256e-01
8.784715254360525583e-01,8.826937700568076028e-01,9.860118123015060708e-07,2.466662277382579253e-06,1.266808778492424080e-08,1.422963480442143063e-03,1.866966489389102813e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.207313436520341121e-02,2.882340160100115727e-05,9.622952072259662037e-02,4.873354505370959822e-01,5.368774931366780967e-01
8.314362138167884497e-01,7.878474040237507525e-01,4.090331019476950219e-04,9.874164602416443670e-02,4.843705028480396746e-02,2.712126413577902739e-01,7.359319581445245007e-02,5.861695261475629443e-02,3.695180090780066096e-02,1.136719134211714166e-01,1.007363256518772946e-07,2.172995643445520275e-04,1.480369062278487358e-01,4.085879367162159603e-01,1.150162684383977257e-01,7.681085292388043495e-01
9.999998456098788679e-01,9.976224782470013430e-01,4.488339302373964344e-04,4.396962143948289214e-01,4.474119240757638136e-07,2.432816935195571321e-10,1.577701701716529445e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.307816777672885765e-18,1.929845252820823476e-01,3.811630243397203244e-01,9.877972014036159321e-01,2.997315344613792898e-01
9.999855665344610234e-01,9.124690857911518238e-01,7.836654955632465656e-05,8.401138973152731670e-02,1.865944409096455536e-01,8.229562113378048605e-02,1.446610641113413483e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.708276562137453747e-11,3.503450429791287180e-01,4.186113487568232094e-01,9.946784794092796700e-01,6.854520188625277122e-01
6.094647454497852390e-01,9.998034443634644663e-01,1.209534066944681742e-04,2.936930730531328929e-03,7.466616329765380922e-01,4.859690086857177218e-04,4.638493313700931622e-09,2.136071299231387943e-01,6.446639871280787752e-06,1.832592361410049012e-02,1.214663643748133306e-06,1.809622177700644893e-09,9.944814365849314886e-01,5.122951724193396394e-01,7.382843812252021763e-03,6.750787404981739570e-01
9.740841819389580714e-01,9.814874255134815595e-01,8.462894317634387644e-04,1.263235279159726221e-01,3.344545740693261049e-01,1.870844571380918808e-01,4.632891364394869623e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.187665437423169417e-03,1.337350724140118075e-01,4.214922373555287094e-01,9.999999999311531829e-01,3.672638932332584760e-01
