seg/size,100,200,300,400,500,600,700,800,900
0.5,2,13,36,58,78,101,122,143,166
0.6,4,35,62,86,114,140,166,195,225
0.7,17,48,78,110,140,171,201,234,266
0.8,25,59,92,125,158,193,227,260,293
0.9,32,67,102,136,173,209,243,280,314
0.99,36,72,108,146,183,220,256,293,329
