seg/size,100,200,300,400,500,600,700,800,900
0.5,3,15,40,63,83,105,125,146,167
0.6,6,40,67,92,119,145,170,198,227
0.7,20,53,83,115,145,176,205,237,268
0.8,29,62,96,129,162,196,231,263,295
0.9,34,69,105,138,175,211,245,282,316
0.99,37,72,109,146,183,220,257,293,330
